tweet,label
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@Og_Wolfang @elonmusk Nigger,
"@JaeXPRESSS @GlennPoulos @elonmusk Also, no. No it wasnt. Before hand youd get censored just for having ""the wrong opinion"". For example. The word nigger is a slang word. But without context it means nothing. Go ahead. Report this tweet for a word used in a nondescriminatory way. You could before. Not anymore. Try",
@BestttContent @dirtymanbag by bbc u mean sum trashy nigger,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"@SBF_FTX I'm going to crowdfund Tyrone and some hard pipe- hitting niggers to go to work on you with a pair of pliers and a blowtorch. 
They going to get medieval on that ass..",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@IrishPr22331683 @doing_finelines Nigger,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
Nigger Mikey - Ting Deh AKA Thing Deh listen now on https://spinzfm.com/ | #tunein SPiNZ FM,
RT @nigger_412: @jasalkeepgoing ______,
@jasalkeepgoing ______,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"Can't blame the NRA for this one. Can't blame the white man. Just another fragile nigger with a gun.Not a mass shooting just more black on black crime. But BLM huh, nah we just like to loot because PS5's and TVs are expensive AF. Let the blame game begin",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"@ayhamred6 There is a previous presidence for a cat named ""Nigger""",
RT @KeyNyata: @2Wild2Crazy She really called him a nappy headed nigger with her dying breath lmaooo idk what to make of that. That shit funny tho,
RT @ItsInTheBagTV: A racist Asian woman calls Black passengers on a NYC train “niggers” https://twitter.com/ItsInTheBagTV/status/1584624334890729472/video/1,
"RT @MeizaNigeria: Dillibe Onyeama’s Nigger at Eton raised the rump of racism at the elite British school. Leading poet Maxim Uzoatu pens a stirring obituary to the great Nigerian writer. 

Click here to read more... https://meiza.ng/dillibe-onyeama-the-african-legend-at-eton/

#bookreviews  #BookMarketingChat @toluogunlesi https://twitter.com/MeizaNigeria/status/1592147976457457664/photo/1",
N word... Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger :),
"@PendejoDaMoldi @DoomVex_owo @MegamanFanN1 ami no, me funaron por lo de vs niggers (recuerden unirse al mod para funa grupal)",
@GaoneJuju Don't feel guilty when niggers are bagging her . Wait for them to hurt her so you come n finish off silently,
"You can say whatever you want, including nigger, when you mean  the word, nigger, and you're not going to melt.  You can call me a kike and I'm not going to melt.",
RT @urbandictionary: @dogetard IHN: A cool acronym that means I Hate Niggers. https://www.urbandictionary.com/define.php?term=ihn&defid=17015190 https://twitter.com/urbandictionary/status/1178449443240185858/photo/1,
@dogetard IHN: A cool acronym that means I Hate Niggers. https://www.urbandictionary.com/define.php?term=ihn&defid=17015190 https://twitter.com/urbandictionary/status/1178449443240185858/photo/1,
@guy555545 @Abhishe75867895 Nigger,
@tivaxo @bluishpasta Nigger,
@deandre_blood @JJ08061874 @khisoprettyy stfu nigger,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@KEEP_BALLING_53 Cooper rush was good for script …. Dak back now they gone make that nigger point shave!!! better get y’all a white QB,
"Ready to give they baby everything in the world but couldn't even give the lil nigger a father « _MarleyDntShoot: Shit be crazy when I see a single pregnant woman , like huh ?? — https://twitter.com/_marleydntshoot/status/1592409037400068096 »",
"Shit be crazy when I see a single pregnant woman , like huh ??",
@Nashiruu1 @tragicbirdapp Dice Nigger,
@808break @casualend morning nigger,
RT @worsethangood: Dave Chappelle made y’all life when he said nigger on tv for 2 years straight .. but ohhh this is normalizing antisemitism.. jokes about groups of people is only funny when it’s niggas I guess,
"@NoPauseTv Those god damn niggers, man",
RT @worsethangood: Dave Chappelle made y’all life when he said nigger on tv for 2 years straight .. but ohhh this is normalizing antisemitism.. jokes about groups of people is only funny when it’s niggas I guess,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"@fregene_michael @proudsmada Nigger
You got me scared",
MY DIAMONDS SO WHITE THEY CALL ME NIGGER,
"RT @Phil_Lewis_: University of Kentucky student Sophia Rosing arrested and charged after assaulting another student who was at work and calling her a “nigger bitch”

https://www.wkyt.com/2022/11/06/uk-student-arrested-following-assault-campus/?outputType=amp https://twitter.com/Phil_Lewis_/status/1589362655802052609/video/1",
@Sigilstone170 DONT TOUCH MY LITTLE GOAT NIGGER https://twitter.com/RikerAlly/status/1592503714799312896/photo/1,
"Jasmine probably hates black people and wishes she was a blonde white girl who is born rich so she continues to live in her car and hate herself and want white men so she can live that life because she doesn't ever want to work and be a nigger(slave to white people) « Abscondough: Doesn't mean they're stupid lol

If more people like @tariqnasheed worked in finance I think a lot of the crypto would be more well off especially considering the amount of abuse they endured so they know how to prevent corruption — https://twitter.com/abscondough/status/1592503267434835968 »",
"Doesn't mean they're stupid lol

If more people like @tariqnasheed worked in finance I think a lot of the crypto would be more well off especially considering the amount of abuse they endured so they know how to prevent corruption",
"RT @okaputu11: Two books you shouod never waste your time reading:

http://1.Rich dad poor dad by Robert Kiyosaki

2. Capitalist Nigger by Onyeani...",
"So Jasmine wants to be a nigger living off welfare cobtrklled by white people

There's a lot of black nationalists like @tariqnasheed who rather be homeless and in prison than work for a white person",
@TomiRikhotso She created a fake fb account added her manager and his side nigga then added the main nigger and the side niggas wife and introduced them,
My first word here would be: «NIGGER»,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"@Enurgyzer @jbshindparts @iamyesyouareno most black ppl do not mind white ppl saying nigga in songs, saying nigger with venom is what will lead to some1 potentially wanted to teach a lesson

Any1 who doesn’t grasp that and empathize with that, hate’s black ppl. point blank. to not even understand says a lot about you.",
"@_norman_m Please spare us, that nigger said Brendan Rodgers is better than Arteta!",
@JERRUHWORLD I woke up and see Ceedee Lamb getting called a nigger ____,
"RT @khalidalbaih: #khartoon - Twitter the world public square is now private property shared between the world richest man and the #Saudi holdings. altered community rules #nigger was #trending, downsize staff, charging 8$ for #verification and the US election is coming… let that sink in! https://twitter.com/khalidalbaih/status/1588497262908669953/photo/1",
"#khartoon - Twitter the world public square is now private property shared between the world richest man and the #Saudi holdings. altered community rules #nigger was #trending, downsize staff, charging 8$ for #verification and the US election is coming… let that sink in! https://twitter.com/khalidalbaih/status/1588497262908669953/photo/1",
"you forgot about the nigger navy __ « IamKiraJ: BLACK TWITTER QUIZ

If you can correctly answer all of these questions, that means you’re a consistent and active member of black twitter. Let’s begin! — https://twitter.com/iamkiraj/status/1592187711536115713 »",
"BLACK TWITTER QUIZ

If you can correctly answer all of these questions, that means you’re a consistent and active member of black twitter. Let’s begin!",
Niggers,
"RT @okaputu11: Two books you shouod never waste your time reading:

http://1.Rich dad poor dad by Robert Kiyosaki

2. Capitalist Nigger by Onyeani...",
Can I say nigger now ?,
RT @ReggieVinetree: .@MarcoPstar is one of the most iconic nigger fuckers in the world. A white man I’d gladly give my pussy to if given the honor. __,
.@MarcoPstar is one of the most iconic nigger fuckers in the world. A white man I’d gladly give my pussy to if given the honor. __,
@NATOpress @NATO @jensstoltenberg @EUCouncil I HATE NIGGERS,
RT @nigger84771695: i hate niggers yo « InternetH0F: yikes https://twitter.com/InternetH0F/status/1592223503868387328/photo/1 — https://twitter.com/interneth0f/status/1592223503868387328 »,
@ih8rts Nigger,
Plies what tf have you done for the niggers?! Exactly…. I can tell who really listens to Kayne music & who follows whatever trend is trending that year . Always trying to preach but promotes violence with black on black crimes BYEEEEEEE « plies: This How It Typically Goes: Black Folks Support U & U Become BIG! Then U Don’t Wanna Be Black Anymore. U Chase White Acceptance. Then When They Show U They Don’t Care About U. You Want Black Folks To Believe U Was Fighting For Them The Whole Time!! No U Sold Out & It Went Wrong! — https://twitter.com/plies/status/1592187337408405506 »,
This How It Typically Goes: Black Folks Support U & U Become BIG! Then U Don’t Wanna Be Black Anymore. U Chase White Acceptance. Then When They Show U They Don’t Care About U. You Want Black Folks To Believe U Was Fighting For Them The Whole Time!! No U Sold Out & It Went Wrong!,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"Two books you shouod never waste your time reading:

http://1.Rich dad poor dad by Robert Kiyosaki

2. Capitalist Nigger by Onyeani...",
nigger,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
#cancelrhoman #rhomanisoverparty hij zei het n woord #nigger #nigga #neger,
@EntropicEnigma @patrick12383581 @belikemike @PajekLisa_ @RSBNetwork Really??? Who did the crime bill in the 1990s? Democrats and especially Joe Biden. The democrats are the same. https://www.youtube.com/watch?v=WHkZVv4_1Nw&feature=youtu.be <--- here's your master saying nigger. Want more because there's alot of videos of not just him but lots of other democrats saying it.,
Asian man screaming out “You’re gonna Die Nigger” spraying pepper spray.. We Need to Choose the Violence they choosing « DailyLoud: An Asian man assaulted multiple black men in random attacks on the LA metro and they defended themselves. Viewer discretion advised. https://twitter.com/aftermathvids/status/1591862792541581312/video/1 — https://twitter.com/dailyloud/status/1592266227589996544 »,
"@MotownFanatic_ @goldman11_310 @AlabamaFTBL Stupid dumb un worthy of twitter’s, nigger lover",
"“Ten bands in that safe, I got that murder k. Ten, seven niggers on that mission, I bet I murder eight.” « EzerWDFF: Enchanting on Trap Don’t Stop >>>> — https://twitter.com/ezerwdff/status/1592174011878105089 »",
Enchanting on Trap Don’t Stop >>>>,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@_Silvervale_ @PorcelainMaid Multi purpose nigger,
"@PorcelainMaid The part where it says in tiny letters ""I HATE NIGGERS,FAGS,GAYS,MUSLIMS,and SPECS",
@andzin90 Nigger,
Fuck you nick eh nigger « NickEh30: @Clix Was nice to see you get that win!! Happy for ya! — https://twitter.com/nickeh30/status/1591992133766254592 »,
@Clix Was nice to see you get that win!! Happy for ya!,
@TheSand52828806 @mark1041882 @OzraeliAvi August 22 bet you cry about all the nigger tweets too,
I hate niggers____________________,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@InternetH0F fax i hate niggers,
RT @LongDickYoWife: how niggers treat your wife... https://twitter.com/LongDickYoWife/status/1590524237776723969/video/1,
yikes https://twitter.com/InternetH0F/status/1592223503868387328/photo/1,
"RT @nigger84771695: i still hate niggers, niggers should die, kkk kill all niggers",
"Actually there’s a lot of race talk/creation in documents written by Muslim conquerors of west and North Africa in the 1100s. Some scholars believe negro/nigger came from Arabic words. « ShimminyKricket: The Portuguese literally invented ""race"" and ""racism"" and the concept of ""black"" and ""white"" people. The first racist document ever written, was by a Portuguese chronicler named Gomes de Zurara in 1444. He was the first known person to refer to people from Africa as ""negros"". https://twitter.com/keatingssixth/status/1591815073181618176 — https://twitter.com/shimminykricket/status/1591946937196216320 »",
"The Portuguese literally invented ""race"" and ""racism"" and the concept of ""black"" and ""white"" people. The first racist document ever written, was by a Portuguese chronicler named Gomes de Zurara in 1444. He was the first known person to refer to people from Africa as ""negros"". https://twitter.com/keatingssixth/status/1591815073181618176",
RT @ShortInterlude2: @bruce_haigh No Vietnamese ever called me nigger.,
@bruce_haigh No Vietnamese ever called me nigger.,
"@tylerperry
When the moon turn blue
 What should you give your
 Self wisdom move your life like the ocean waves to be free 
From nigger shit the sea water wash away the body that gives us peace To feel god's presence to surrender to one self.____
No more relationship.",
RT @nigger84771695: i hate niggers bro,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"RT @Ghormulla: @hlaplkhmis @RadwiMaj ___ : ____ ________ _____ (____) nigger 
___ _____ ______ _____ ______ ______ ________ __ ___ ______ _________ ___ ___ ______ _______
______ ______ ___ ____.. 
__ ____ _____ ______ ________ ____ 
_____..",
"@hlaplkhmis @RadwiMaj ___ : ____ ________ _____ (____) nigger 
___ _____ ______ _____ ______ ______ ________ __ ___ ______ _________ ___ ___ ______ _______
______ ______ ___ ____.. 
__ ____ _____ ______ ________ ____ 
_____..",
But yet no one defends us for being called NIGGERS « TheSource: Dave Chappelle Under Fire From The Anti-Defamation League Over SNL Monologue https://thesource.com/2022/11/15/dave-chappelle-under-fire-from-the-anti-defamation-league-over-snl-monologue/?utm_source=rss&utm_medium=rss&utm_campaign=dave-chappelle-under-fire-from-the-anti-defamation-league-over-snl-monologue #WeGotUs #SourceLove https://twitter.com/TheSource/status/1592489289920675841/photo/1 — https://twitter.com/thesource/status/1592489289920675841 »,
Dave Chappelle Under Fire From The Anti-Defamation League Over SNL Monologue https://thesource.com/2022/11/15/dave-chappelle-under-fire-from-the-anti-defamation-league-over-snl-monologue/?utm_source=rss&utm_medium=rss&utm_campaign=dave-chappelle-under-fire-from-the-anti-defamation-league-over-snl-monologue #WeGotUs #SourceLove https://twitter.com/TheSource/status/1592489289920675841/photo/1,
@OgTulkarmPrince Dkm nigger,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"The shoddy adey Feel ,Dey Feel another Nigger__",
@Spoxony_Igorek Nigger,
"@KashGivens8 @HappyDance1 @Station1DC @dijoni Really so calling black people niggers was OK for Biden to do to ? And extending the reach of the war on drugs , saying wo does not  want his daughter to go to school with niggas",
"The Kayne/Kyrie situation is simply them saying, ""Nigger know your place."" Its thats simple. Bc how many times have white men said the same thing, and dont even get a second look?",
"His haircut called me a nigger « FabrizioRomano: Mudryk: ""From a purely theoretical-fantasy perspective, if there was the option of being a bench player for Real Madrid or a starter for Arsenal, I’d probably choose Arsenal"", tells Vlada Sedan. ______

""But I'd first want to know from the head coach that I’d receive a chance"". https://twitter.com/FabrizioRomano/status/1592454358964264960/photo/1 — https://twitter.com/fabrizioromano/status/1592454358964264960 »",
"Mudryk: ""From a purely theoretical-fantasy perspective, if there was the option of being a bench player for Real Madrid or a starter for Arsenal, I’d probably choose Arsenal"", tells Vlada Sedan. ______

""But I'd first want to know from the head coach that I’d receive a chance"". https://twitter.com/FabrizioRomano/status/1592454358964264960/photo/1",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @Taco_Zay: Been called a nigger 3 times today. MW2 is back,
RT @ReggieVinetree: Daddy’s little nigger pussyboi. https://twitter.com/ReggieVinetree/status/1592156158306840577/photo/1,
Daddy’s little nigger pussyboi. https://twitter.com/ReggieVinetree/status/1592156158306840577/photo/1,
@Og_Jigga That’s all u niggers care about…,
@tivaxo nigger juga bisa,
@patrick12383581 @belikemike @EntropicEnigma @PajekLisa_ @RSBNetwork Him not allowing blacks in his buildings is bullshit you racist idiot. https://www.youtube.com/watch?v=Z4BSu9dQwyc&feature=youtu.be also the Democrats are the racist. They started the KKK. They embrace racism. Look how biden says nigger pretty damn easily. Patrick you are definitely a racist POS.,
RT @NickFarmer3: Should we all write a Tweet giving Guy Gibson's black Labrador his name back.....loud and clear? By the way the dogs name was Nigger  (you know that word that black men frequently call each other - but we whites aren't allowed it in our vocabulary),
Should we all write a Tweet giving Guy Gibson's black Labrador his name back.....loud and clear? By the way the dogs name was Nigger  (you know that word that black men frequently call each other - but we whites aren't allowed it in our vocabulary),
"Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger Hi nigger 
I KILLED JEWISH https://twitter.com/katoshi_png/status/1592485641010688001/photo/1",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
Nigger,
balls niggers,
"@XXL Let’s talk about how @adidas never dropped Justin Bieber after video of him singing “one less lonely nigger” surfaced. 

https://www.tmz.com/2014/06/04/justin-bieber-singing-one-less-lonely-n-word-video-girl/",
@RubiRose You ain’t met nigger like me tho,
@Ben3kk A gdzie moje ulubione czyli peda_ ciota murzyn czarnuch nigger,
RT @ShortInterlude2: @bruce_haigh No Vietnamese ever called me nigger.,
RT @ShortInterlude2: @bruce_haigh No Vietnamese ever called me nigger.,
@lexfridman I have niggers,
@Himothy7777 @AntiWorstPpl @DailyLoud They don’t think we are cool they’re still calling us niggers they are still calling us ghetto and ratchet or blacks or darkies but our body features? Oh they want that and ONLY that.,
"Niggers= Cannon fodder for Russia. 

Thank you VCIA`s Potty Pedo Putin Regime.",
If you woke up this morning nigger you winnin,
@DailyLoud Throw them niggers a banana so they climb a tree and shut the fuck up,
@daveefnr @Cented7 @AhmadElabd9 @coldfv Fuck you nigger,
"@polo_kimani But niggers in Scotland wear skirts.I think Africans were brainwashed to follow western cultures and leave theirs.

Ask yourself why maasai wear those robes looking like skirts,lakini mwengine akijaribu ni matusi kila mahali__",
"@DAVIDGO73477456 @ANCRenewal22 So so true, it is within the Racists white suoremacy Concetration camp that Cyril gained his finacial stripes and under such circumstances he couldn't even ask for butter or jam, he took what could bulge his financial belly to fok us rond as a ""House Nigger""",
"i'm here, i was working on the second dream sequence program after the oger nigger fight night. a bit less intense and with positive influences. i've focused on my women, since we have the lifeless doll and pleasurepuppet bimbo program going on strong currently. literary all",
@Tim_Kepple @DualieRRT @KevinSixx13 Blm was a scam to you stupid nigger lover you guys have been wrong about the last 6 years and keep getting wrong seething over you poor pedophile you dumb fuck keep seething they got what they deserved https://twitter.com/jackdawson121/status/1592474143429386243/photo/1,
"""Nigger baby.""-Donald Trump",
@gnonzilla It’s funny because all of the Confederate patriots they named bases after are unobjectionable.  There’s no Fort Davis or Fort Forrest that I’m aware of.  Did John Adam’s Dix ever call someone “nigger”?  I bet he did,
And my diamonds so white they call me nigger,
"Dumb ass niggers took me to jail to be beat strangled & put under a court order by white people because the SECRET leaders from the worldwide church of God didn't tell black people what they did to me, George HW Bush, or the Soviet Union in 1990. You figure out the rest.",
"Let's test something : 
Nigger",
RT @longbeachgriffy: I really just want to play Mario Party with my niggers man.,
@ElAbsolutoCsm @eyeinmylemon @mrgood_meme @FNAFtitleGen Are you doing nnn as a no nut November or nutting niggers November,
"@NympheOsu ____ doesn't mean nigger, you're stupid",
The 1st nigger in the family ____ https://twitter.com/vibezzwithesra/status/1592469377101635584/photo/1,
"@emptyshadoww mandalin cainis

#nasikandaqcainishack

1 point index finger at ur desired food
2 says ""nigger, nigger, nigger"" as you point",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
@Shariffaaron1 I will leave all my broke niggers and follow him. Why can’t I ?,
@Cherry_man_Lv2 nigger(_____),
@historyinmemes This was the realest nigger ever,
"To keep from helping black people, some demonic white people will say things like: THESE NIGGERS LIE TO GET OUR MONEY. There are many different ways the SECRET leaders from the worldwide church of God messed over the minds of white people in the United States.",
"I just discovered that Quentin Tarantino has spoke the words ""nigger"" AND ""spic""...?!! How should I feel about this?!!!!",
RT @eihtbeezy: I’ve tried to tell people this. They don’t believe me. I’m just a disagreeable nigger https://twitter.com/PhrajilMan/status/1592223734316027906,
I’ve tried to tell people this. They don’t believe me. I’m just a disagreeable nigger https://twitter.com/PhrajilMan/status/1592223734316027906,
@Nigger_34 @who98408150 Senin zaten bu tok gözlü_ünün olmasa :)),
@JoJoFromJerz All rigged elections.  When will people actually wake the fuck up. They choose a bad and the worst candidate.  Either way you are a damn slave to the system.  The ignorance that people are surely showing what a true nigger is. Skin color doesn't matter.,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
"GOODBYE MY NIGGER BACK TO THE LOBBY « TheHoopCentral: James Wiseman will be sent to the G-League tomorrow, via @Underdog__NBA https://twitter.com/TheHoopCentral/status/1592395088021585920/photo/1 — https://twitter.com/thehoopcentral/status/1592395088021585920 »",
"James Wiseman will be sent to the G-League tomorrow, via @Underdog__NBA https://twitter.com/TheHoopCentral/status/1592395088021585920/photo/1",
@EbrimaChampion @Lamin21616357 Who’s jobis______ y’all snitching on the nigger,
I hate niggers.,
NIGGER to CZARNUCH?!?!?!,
"RT @nolioncoer: @drfalyahya @RadwiMaj Negro __ _________ ___________ _____ _____ ____ ________ __ _________ __ ____ __________ _____ ____ .
___ nigger __________ ____ _________ _____ ____",
"@drfalyahya @RadwiMaj Negro __ _________ ___________ _____ _____ ____ ________ __ _________ __ ____ __________ _____ ____ .
___ nigger __________ ____ _________ _____ ____",
Niggers is cooked bruh,
@ojpowiejegroza nigger,
@AfricanArchives What up my niggers.,
"@EsteaPatrijzen @Linda30992318 Ik hoop dat je nooit met kanker te maken krijgt ________. Eens dat gebeurt, of meer dan eens, dan mag je meespreken ______
Het is even erg, als jullie het erg vinden als ik nigger zou zeggen. Beseffen jullie dat niet",
"Oplichters in het Buitenland - S04E01 Deel 4/5 - Tokyo https://www.youtube.com/watch?v=Ql4xmFuTJvs&feature=youtu.be via @YouTube 
Zo'n omgekochte nigger in Tokio. I hope he living and survive this situation. Break my soul this Swedish boy dammm. Doing right Elon Musk, Do whats its right and publicite it Twitter!!!!",
@EUinRW @RwandaOmbudsman No sanction for killing niggers! Rwanda is killing black people and that's the reason you don't reacting! #eu #un #au #rwandaiskiling https://twitter.com/mailman_pat/status/1592457102941130752/photo/1,
@Wumvengo That nigger Shamed us boy in general ____________________,
@lonewolf_ynw @UnstableVids Nah even tho he's saying it depends like if your using it towards agression you use either nigger or nigga when your using as a greeting with no offense you say wassup my nigga or wsg nigga and him hitting him w the skateboard is assault and other charges and he's not black.,
"RT @ItsKaven: Never been. Always the dumbest nigger. « Mondinho71: Tuzungumze tu ukweli, uliwai kuwa mtu wa kwanza DARASANI toka uanze SHULE?____ — https://twitter.com/mondinho71/status/1592400851188207616 »",
"Never been. Always the dumbest nigger. « Mondinho71: Tuzungumze tu ukweli, uliwai kuwa mtu wa kwanza DARASANI toka uanze SHULE?____ — https://twitter.com/mondinho71/status/1592400851188207616 »",
"Tuzungumze tu ukweli, uliwai kuwa mtu wa kwanza DARASANI toka uanze SHULE?____",
"I hate niggers, jews, arabs and Indians",
@BulladonnaMomma Nigger Mommy!,
I HATE NIGGERS,
"@Eve87079224 @mutindaleon @shiroanaa @kaimanny3 Babe....you don't even compare to these niggers
Hii nikama kuenda friendly match before the tournament....you get me?__",
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,
Ok nigger « AkkRico: @teatheruler613 If you’re racist just say that — https://twitter.com/akkrico/status/1592253960253243393 »,
@teatheruler613 If you’re racist just say that,
